mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2962961673736572,0.017420171996814917,0.030298757553100585,0.00475142119198054,6,5,2,"{'model__max_depth': 6, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",-0.3918646438345946,-0.38230808803200017,-0.38798614385130265,-0.3782863787430162,-0.38067642405556956,-0.3842243357032966,0.004980853821254974,55,-0.37692591796100283,-0.37896967672370646,-0.38090877529656253,-0.38027792236764724,-0.37787346662410026,-0.3789911517946039,0.0014729514933899698
0.28055758476257325,0.011003400815977579,0.031070899963378907,0.003118835235189555,6,5,10,"{'model__max_depth': 6, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",-0.3918646438345946,-0.38230808803200017,-0.38798614385130265,-0.3782863787430162,-0.38067642405556956,-0.3842243357032966,0.004980853821254974,55,-0.37692591796100283,-0.37896967672370646,-0.38090877529656253,-0.38027792236764724,-0.37787346662410026,-0.3789911517946039,0.0014729514933899698
0.2741559505462646,0.02191105711365216,0.03404502868652344,0.008497405326688821,6,10,5,"{'model__max_depth': 6, 'model__min_samples_leaf': 10, 'model__min_samples_split': 5}",-0.39498814728569454,-0.38801130803263817,-0.3902624224281365,-0.3802814673933655,-0.38210612466614347,-0.3871298939611956,0.00537551811564989,58,-0.3803072822020147,-0.38341785374586296,-0.3826988814307106,-0.38407028364816337,-0.38261851841457284,-0.3826225638882649,0.0012723795409096065
0.2730288505554199,0.019574575092915027,0.030317211151123048,0.004796576232998982,6,10,10,"{'model__max_depth': 6, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",-0.39498814728569454,-0.38801130803263817,-0.3902624224281365,-0.3802814673933655,-0.38210612466614347,-0.3871298939611956,0.00537551811564989,58,-0.3803072822020147,-0.38341785374586296,-0.3826988814307106,-0.38407028364816337,-0.38261851841457284,-0.3826225638882649,0.0012723795409096065
0.27961158752441406,0.007526623074025627,0.029373693466186523,0.006428483513568521,6,10,2,"{'model__max_depth': 6, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",-0.39498814728569454,-0.38801130803263817,-0.3902624224281365,-0.3802814673933655,-0.38210612466614347,-0.3871298939611956,0.00537551811564989,58,-0.3803072822020147,-0.38341785374586296,-0.3826988814307106,-0.38407028364816337,-0.38261851841457284,-0.3826225638882649,0.0012723795409096065
0.33382086753845214,0.027309101700103224,0.03270530700683594,0.0035721808352887113,4,1,2,"{'model__max_depth': 4, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",-0.45686664113823416,-0.4346632022261757,-0.44093875589652254,-0.4350922563440595,-0.44364137565002193,-0.4422404462510028,0.008075813566406291,61,-0.4360950155630284,-0.44408930907787036,-0.4422756779160388,-0.4437647004586281,-0.4408723212020911,-0.44141940484353126,0.0028986350387208543
0.29889402389526365,0.04171010984126907,0.04050512313842773,0.019342458651542424,4,1,5,"{'model__max_depth': 4, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",-0.45686664113823416,-0.4346632022261757,-0.44093875589652254,-0.4350922563440595,-0.44364137565002193,-0.4422404462510028,0.008075813566406291,61,-0.4360950155630284,-0.44408930907787036,-0.4422756779160388,-0.4437647004586281,-0.4408723212020911,-0.44141940484353126,0.0028986350387208543
0.252822732925415,0.05420808158268345,0.027825546264648438,0.007649887637850074,4,1,10,"{'model__max_depth': 4, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",-0.45686664113823416,-0.4346632022261757,-0.44093875589652254,-0.4350922563440595,-0.44364137565002193,-0.4422404462510028,0.008075813566406291,61,-0.4360950155630284,-0.44408930907787036,-0.4422756779160388,-0.4437647004586281,-0.4408723212020911,-0.44141940484353126,0.0028986350387208543
0.1861565113067627,0.03631182783768308,0.02344355583190918,0.009899178708371465,4,2,2,"{'model__max_depth': 4, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",-0.45686664113823416,-0.4346632022261757,-0.44093875589652254,-0.4350922563440595,-0.44364137565002193,-0.4422404462510028,0.008075813566406291,61,-0.4360950155630284,-0.44408930907787036,-0.4422756779160388,-0.4437647004586281,-0.4408723212020911,-0.44141940484353126,0.0028986350387208543
0.22301850318908692,0.026322371572701158,0.03536272048950195,0.005406365453032118,4,2,5,"{'model__max_depth': 4, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",-0.45686664113823416,-0.4346632022261757,-0.44093875589652254,-0.4350922563440595,-0.44364137565002193,-0.4422404462510028,0.008075813566406291,61,-0.4360950155630284,-0.44408930907787036,-0.4422756779160388,-0.4437647004586281,-0.4408723212020911,-0.44141940484353126,0.0028986350387208543
0.2432009220123291,0.015063850538211155,0.03293108940124512,0.007995811146206934,4,2,10,"{'model__max_depth': 4, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",-0.45686664113823416,-0.4346632022261757,-0.44093875589652254,-0.4350922563440595,-0.44364137565002193,-0.4422404462510028,0.008075813566406291,61,-0.4360950155630284,-0.44408930907787036,-0.4422756779160388,-0.4437647004586281,-0.4408723212020911,-0.44141940484353126,0.0028986350387208543
0.2266630172729492,0.009320447639637519,0.02884697914123535,0.0038653231176265187,4,5,2,"{'model__max_depth': 4, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",-0.4580232284194127,-0.4346632022261757,-0.44898440374233345,-0.434912071875929,-0.44364113097774327,-0.44404480744831876,0.008847374691570297,67,-0.4372618421863226,-0.44408930907787036,-0.443894814470445,-0.44378327913821775,-0.4408028041506237,-0.4419664098046958,0.0026462575327452654
0.27002906799316406,0.022682548620496883,0.04736037254333496,0.016710912123989195,4,5,5,"{'model__max_depth': 4, 'model__min_samples_leaf': 5, 'model__min_samples_split': 5}",-0.4580232284194127,-0.4346632022261757,-0.44898440374233345,-0.434912071875929,-0.44364113097774327,-0.44404480744831876,0.008847374691570297,67,-0.4372618421863226,-0.44408930907787036,-0.443894814470445,-0.44378327913821775,-0.4408028041506237,-0.4419664098046958,0.0026462575327452654
0.24072093963623048,0.04451181962837064,0.036752510070800784,0.01115516420647117,4,5,10,"{'model__max_depth': 4, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",-0.4580232284194127,-0.4346632022261757,-0.44898440374233345,-0.434912071875929,-0.44364113097774327,-0.44404480744831876,0.008847374691570297,67,-0.4372618421863226,-0.44408930907787036,-0.443894814470445,-0.44378327913821775,-0.4408028041506237,-0.4419664098046958,0.0026462575327452654
0.2678524494171143,0.021475102236503632,0.03607492446899414,0.00259085614156497,4,10,10,"{'model__max_depth': 4, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",-0.46025744979676186,-0.43973253673210994,-0.4512712016965684,-0.4362432617977647,-0.44365306760576295,-0.44623150352579355,0.008611336719061042,70,-0.43944788174891547,-0.44749133013340736,-0.44442427123169576,-0.44724336394032693,-0.44414291981356113,-0.4445499533735814,0.0029023702350766257
0.26992182731628417,0.03630151635758074,0.03701181411743164,0.010774284672618414,4,10,2,"{'model__max_depth': 4, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",-0.46025744979676186,-0.43973253673210994,-0.4512712016965684,-0.4362432617977647,-0.44365306760576295,-0.44623150352579355,0.008611336719061042,70,-0.43944788174891547,-0.44749133013340736,-0.44442427123169576,-0.44724336394032693,-0.44414291981356113,-0.4445499533735814,0.0029023702350766257
0.2661398410797119,0.025364414371097606,0.03846001625061035,0.005854251176265914,4,10,5,"{'model__max_depth': 4, 'model__min_samples_leaf': 10, 'model__min_samples_split': 5}",-0.46025744979676186,-0.43973253673210994,-0.4512712016965684,-0.4362432617977647,-0.44365306760576295,-0.44623150352579355,0.008611336719061042,70,-0.43944788174891547,-0.44749133013340736,-0.44442427123169576,-0.44724336394032693,-0.44414291981356113,-0.4445499533735814,0.0029023702350766257
